ID,Scientific,ScientificPred0,CommonPred0,ProbPred0,ScientificPred1,CommonPred1,ProbPred1,ScientificPred2,CommonPred2,ProbPred2,ScientificPred3,CommonPred3,ProbPred3,ScientificPred4,CommonPred4,ProbPred4
8/32665798,Phalacrocorax carbo,Phalacrocorax carbo,Great Cormorant,73.54,Phalacrocorax penicillatus,Brandt's Cormorant,5.74,Phalacrocorax auritus,Double crested Cormorant,2.91,Phalacrocorax carbo novaehollandiae,Australasian Great Cormorant,2.48,Phalacrocorax pelagicus,Pelagic Cormorant,2.43
7/32665797,Phalacrocorax carbo,Phalacrocorax carbo,Great Cormorant,94.81,Phalacrocorax carbo novaehollandiae,Australasian Great Cormorant,2.51,Phalacrocorax auritus,Double crested Cormorant,0.81,Phalacrocorax varius,Pied Cormorant,0.39,Phalacrocorax brasilianus,Neotropic Cormorant,0.27
9/32664999,Phalacrocorax carbo,Phalacrocorax carbo,Great Cormorant,85.13,Phalacrocorax carbo novaehollandiae,Australasian Great Cormorant,5.7,Phalacrocorax auritus,Double crested Cormorant,3.34,Phalacrocorax varius varius,New Zealand Pied Shag,1.02,Phalacrocorax brasilianus,Neotropic Cormorant,0.86
7/32664737,Phalacrocorax carbo,Dryocopus pileatus,Pileated Woodpecker,8.92,Accipiter nisus,Eurasian Sparrowhawk,6.8,Melanerpes lewis,Lewis's Woodpecker,4.24,Phalacrocorax carbo,Great Cormorant,4.14,Prosthemadera novaeseelandiae,Tui,3.65
2/32664032,Phalacrocorax carbo,Phalacrocorax carbo,Great Cormorant,70.15,Phalacrocorax carbo novaehollandiae,Australasian Great Cormorant,9.15,Phalacrocorax varius varius,New Zealand Pied Shag,5.46,Phalacrocorax auritus,Double crested Cormorant,2.23,Phalacrocorax varius,Pied Cormorant,2.06
2/32664022,Phalacrocorax carbo,Phalacrocorax carbo,Great Cormorant,38.09,Phalacrocorax auritus,Double crested Cormorant,22.31,Phalacrocorax carbo novaehollandiae,Australasian Great Cormorant,17.47,Phalacrocorax brasilianus,Neotropic Cormorant,6.89,Phalacrocorax varius,Pied Cormorant,2.34
4/32661644,Phalacrocorax carbo,Phalacrocorax carbo,Great Cormorant,82.41,Phalacrocorax carbo novaehollandiae,Australasian Great Cormorant,11.68,Phalacrocorax penicillatus,Brandt's Cormorant,1.43,Phalacrocorax auritus,Double crested Cormorant,1.34,Phalacrocorax brasilianus,Neotropic Cormorant,0.54
8/32661168,Phalacrocorax carbo,Phalacrocorax carbo,Great Cormorant,94.62,Phalacrocorax carbo novaehollandiae,Australasian Great Cormorant,2.7,Phalacrocorax auritus,Double crested Cormorant,0.94,Phalacrocorax varius varius,New Zealand Pied Shag,0.33,Phalacrocorax pelagicus,Pelagic Cormorant,0.29
0/32660340,Phalacrocorax carbo,Phalacrocorax auritus,Double crested Cormorant,56.31,Phalacrocorax carbo,Great Cormorant,14.04,Phalacrocorax brasilianus,Neotropic Cormorant,13.16,Phalacrocorax penicillatus,Brandt's Cormorant,6.0,Phalacrocorax varius,Pied Cormorant,2.15
0/32659310,Phalacrocorax carbo,Phalacrocorax carbo,Great Cormorant,59.23,Phalacrocorax carbo novaehollandiae,Australasian Great Cormorant,15.57,Phalacrocorax brasilianus,Neotropic Cormorant,10.37,Phalacrocorax auritus,Double crested Cormorant,4.31,Phalacrocorax penicillatus,Brandt's Cormorant,1.5
9/32659309,Phalacrocorax carbo,Phalacrocorax carbo novaehollandiae,Australasian Great Cormorant,52.29,Phalacrocorax carbo,Great Cormorant,31.08,Phalacrocorax auritus,Double crested Cormorant,5.08,Phalacrocorax penicillatus,Brandt's Cormorant,1.89,Phalacrocorax varius,Pied Cormorant,1.77
5/32658225,Phalacrocorax carbo,Phalacrocorax carbo,Great Cormorant,39.83,Phalacrocorax varius,Pied Cormorant,14.49,Phalacrocorax auritus,Double crested Cormorant,10.84,Phalacrocorax penicillatus,Brandt's Cormorant,9.13,Phalacrocorax carbo novaehollandiae,Australasian Great Cormorant,7.13
9/32658239,Phalacrocorax carbo,Phalacrocorax carbo,Great Cormorant,28.59,Phalacrocorax auritus,Double crested Cormorant,10.52,Phalacrocorax carbo novaehollandiae,Australasian Great Cormorant,8.95,Phalacrocorax sulcirostris,Little Black Cormorant,6.59,Corvus corax,Common Raven,5.71
2/32658102,Phalacrocorax carbo,Phalacrocorax carbo,Great Cormorant,25.9,Phalacrocorax auritus,Double crested Cormorant,15.33,Phalacrocorax carbo novaehollandiae,Australasian Great Cormorant,9.02,Corvus corax,Common Raven,8.16,Corvus corone,Carrion Crow,8.14
1/32658101,Phalacrocorax carbo,Phalacrocorax auritus,Double crested Cormorant,50.98,Phalacrocorax carbo,Great Cormorant,23.01,Phalacrocorax carbo novaehollandiae,Australasian Great Cormorant,10.18,Phalacrocorax pelagicus,Pelagic Cormorant,3.28,Phalacrocorax brasilianus,Neotropic Cormorant,2.96
0/32658100,Phalacrocorax carbo,Phalacrocorax carbo,Great Cormorant,51.18,Phalacrocorax carbo novaehollandiae,Australasian Great Cormorant,31.4,Phalacrocorax auritus,Double crested Cormorant,5.95,Phalacrocorax brasilianus,Neotropic Cormorant,2.09,Phalacrocorax varius varius,New Zealand Pied Shag,1.48
9/32658099,Phalacrocorax carbo,Phalacrocorax auritus,Double crested Cormorant,6.64,Alopochen aegyptiaca,Egyptian Goose,6.42,Dendrocygna autumnalis,Black bellied Whistling Duck,4.65,Phalacrocorax carbo,Great Cormorant,3.78,Anas platyrhynchos,Mallard,3.19
9/32584999,Nycticorax nycticorax,Nycticorax nycticorax,Black crowned Night Heron,93.75,Coccyzus erythropthalmus,Black billed Cuckoo,0.18,Sitta carolinensis,White breasted Nuthatch,0.17,Cochlearius cochlearius,Boat billed Heron,0.12,Accipiter cooperii,Cooper's Hawk,0.11
2/32534172,Nycticorax nycticorax,Nycticorax nycticorax,Black crowned Night Heron,91.73,Cochlearius cochlearius,Boat billed Heron,0.76,Butorides striata,Striated Heron,0.16,Egretta caerulea,Little Blue Heron,0.13,Nyctanassa violacea,Yellow crowned Night Heron,0.1
6/32494146,Nycticorax nycticorax,Nycticorax nycticorax,Black crowned Night Heron,91.65,Cochlearius cochlearius,Boat billed Heron,0.73,Butorides striata,Striated Heron,0.17,Ardeola ralloides,Squacco Heron,0.09,Coccyzus erythropthalmus,Black billed Cuckoo,0.09
0/32476740,Nycticorax nycticorax,Nycticorax nycticorax,Black crowned Night Heron,95.73,Butorides striata,Striated Heron,0.26,Cochlearius cochlearius,Boat billed Heron,0.14,Accipiter cooperii,Cooper's Hawk,0.07,Nyctanassa violacea,Yellow crowned Night Heron,0.07
8/32476738,Nycticorax nycticorax,Nycticorax nycticorax,Black crowned Night Heron,85.96,Butorides striata,Striated Heron,2.38,Ardea cinerea,Grey Heron,0.84,Butorides virescens,Green Heron,0.64,Egretta novaehollandiae,White faced Heron,0.39
7/32476737,Nycticorax nycticorax,Nycticorax nycticorax,Black crowned Night Heron,92.64,Butorides striata,Striated Heron,2.49,Butorides virescens,Green Heron,0.31,Egretta novaehollandiae,White faced Heron,0.19,Egretta thula,Snowy Egret,0.18
6/32476736,Nycticorax nycticorax,Nycticorax nycticorax,Black crowned Night Heron,94.31,Cochlearius cochlearius,Boat billed Heron,0.27,Butorides striata,Striated Heron,0.15,Nyctanassa violacea,Yellow crowned Night Heron,0.12,Accipiter cooperii,Cooper's Hawk,0.08
8/32471278,Nycticorax nycticorax,Baeolophus bicolor,Tufted Titmouse,6.61,Nycticorax nycticorax,Black crowned Night Heron,6.44,Streptopelia decaocto,Eurasian Collared Dove,4.33,Baeolophus atricristatus,Black crested Titmouse,2.65,Gygis alba,White Tern,2.41
6/32443436,Nycticorax nycticorax,Nycticorax nycticorax,Black crowned Night Heron,97.5,Nyctanassa violacea,Yellow crowned Night Heron,0.92,Butorides striata,Striated Heron,0.08,Geococcyx californianus,Greater Roadrunner,0.06,Accipiter cooperii,Cooper's Hawk,0.05
5/32443435,Nycticorax nycticorax,Nycticorax nycticorax,Black crowned Night Heron,89.73,Nyctanassa violacea,Yellow crowned Night Heron,4.24,Butorides striata,Striated Heron,0.15,Ardeola ralloides,Squacco Heron,0.14,Aramus guarauna,Limpkin,0.14
3/32393863,Nycticorax nycticorax,Nycticorax nycticorax,Black crowned Night Heron,85.28,Nyctanassa violacea,Yellow crowned Night Heron,7.24,Geococcyx californianus,Greater Roadrunner,0.53,Butorides striata,Striated Heron,0.45,Accipiter cooperii,Cooper's Hawk,0.19
2/32393862,Nycticorax nycticorax,Nycticorax nycticorax,Black crowned Night Heron,72.81,Nyctanassa violacea,Yellow crowned Night Heron,11.12,Geococcyx californianus,Greater Roadrunner,3.84,Butorides striata,Striated Heron,0.41,Accipiter cooperii,Cooper's Hawk,0.37
6/32362796,Nycticorax nycticorax,Nycticorax nycticorax,Black crowned Night Heron,94.61,Butorides striata,Striated Heron,1.08,Cochlearius cochlearius,Boat billed Heron,1.0,Nyctanassa violacea,Yellow crowned Night Heron,0.2,Butorides virescens,Green Heron,0.11
5/32362795,Nycticorax nycticorax,Nycticorax nycticorax,Black crowned Night Heron,93.74,Cochlearius cochlearius,Boat billed Heron,0.37,Nyctanassa violacea,Yellow crowned Night Heron,0.1,Butorides striata,Striated Heron,0.1,Milvago chimachima,Yellow headed Caracara,0.08
4/32362794,Nycticorax nycticorax,Nycticorax nycticorax,Black crowned Night Heron,95.63,Cochlearius cochlearius,Boat billed Heron,0.27,Nyctanassa violacea,Yellow crowned Night Heron,0.1,Butorides striata,Striated Heron,0.08,Accipiter cooperii,Cooper's Hawk,0.05
2/32354562,Nycticorax nycticorax,Nycticorax nycticorax,Black crowned Night Heron,94.31,Cochlearius cochlearius,Boat billed Heron,0.46,Butorides striata,Striated Heron,0.13,Nyctanassa violacea,Yellow crowned Night Heron,0.1,Leptotila verreauxi,White tipped Dove,0.07
1/32354561,Nycticorax nycticorax,Nycticorax nycticorax,Black crowned Night Heron,93.21,Cochlearius cochlearius,Boat billed Heron,0.37,Leptotila verreauxi,White tipped Dove,0.12,Nyctanassa violacea,Yellow crowned Night Heron,0.1,Butorides striata,Striated Heron,0.07
7/32318287,Nycticorax nycticorax,Nycticorax nycticorax,Black crowned Night Heron,94.29,Nyctanassa violacea,Yellow crowned Night Heron,2.44,Ardeola ralloides,Squacco Heron,0.13,Accipiter cooperii,Cooper's Hawk,0.11,Butorides striata,Striated Heron,0.1
6/32318286,Nycticorax nycticorax,Nycticorax nycticorax,Black crowned Night Heron,97.93,Nyctanassa violacea,Yellow crowned Night Heron,0.77,Butorides striata,Striated Heron,0.05,Ardeola ralloides,Squacco Heron,0.05,Accipiter cooperii,Cooper's Hawk,0.04
0/32305190,Nycticorax nycticorax,Nycticorax nycticorax,Black crowned Night Heron,39.61,Coccyzus erythropthalmus,Black billed Cuckoo,6.18,Accipiter cooperii,Cooper's Hawk,5.03,Nyctanassa violacea,Yellow crowned Night Heron,2.81,Spinus pinus,Pine Siskin,2.31
5/32279395,Nycticorax nycticorax,Nycticorax nycticorax,Black crowned Night Heron,88.08,Cochlearius cochlearius,Boat billed Heron,1.32,Nyctanassa violacea,Yellow crowned Night Heron,0.27,Butorides striata,Striated Heron,0.2,Ardea cinerea,Grey Heron,0.13
6/32035106,Nycticorax nycticorax,Nycticorax nycticorax,Black crowned Night Heron,92.65,Nyctanassa violacea,Yellow crowned Night Heron,2.91,Ardeola ralloides,Squacco Heron,0.32,Butorides striata,Striated Heron,0.26,Butorides virescens,Green Heron,0.11
7/31972007,Nycticorax nycticorax,Nycticorax nycticorax,Black crowned Night Heron,91.52,Cochlearius cochlearius,Boat billed Heron,1.02,Butorides striata,Striated Heron,0.25,Nyctanassa violacea,Yellow crowned Night Heron,0.17,Egretta novaehollandiae,White faced Heron,0.1
6/31972006,Nycticorax nycticorax,Nycticorax nycticorax,Black crowned Night Heron,90.77,Cochlearius cochlearius,Boat billed Heron,0.82,Nyctanassa violacea,Yellow crowned Night Heron,0.22,Egretta novaehollandiae,White faced Heron,0.2,Amaurornis phoenicurus,White breasted Waterhen,0.15
3/32660573,Egretta garzetta,Egretta garzetta,Little Egret,49.22,Egretta thula,Snowy Egret,21.84,Egretta caerulea,Little Blue Heron,10.67,Egretta rufescens,Reddish Egret,4.69,Egretta novaehollandiae,White faced Heron,4.25
6/32654566,Egretta garzetta,Ardea alba,Great Egret,27.94,Egretta garzetta,Little Egret,12.8,Egretta thula,Snowy Egret,10.56,Grus americana,Whooping Crane,7.59,Bubulcus ibis,Cattle Egret,4.2
1/32652091,Egretta garzetta,Egretta garzetta,Little Egret,89.07,Egretta caerulea,Little Blue Heron,2.14,Egretta novaehollandiae,White faced Heron,1.68,Egretta gularis,Western Reef Heron,1.25,Egretta rufescens,Reddish Egret,1.04
0/32652090,Egretta garzetta,Egretta garzetta,Little Egret,88.0,Egretta thula,Snowy Egret,4.85,Egretta rufescens,Reddish Egret,2.22,Egretta gularis,Western Reef Heron,1.16,Egretta caerulea,Little Blue Heron,0.61
3/32646303,Egretta garzetta,Egretta garzetta,Little Egret,94.75,Egretta rufescens,Reddish Egret,1.3,Egretta gularis,Western Reef Heron,1.06,Egretta thula,Snowy Egret,0.81,Egretta novaehollandiae,White faced Heron,0.59
3/32645843,Egretta garzetta,Egretta garzetta,Little Egret,36.25,Ardea alba,Great Egret,12.95,Grus americana,Whooping Crane,9.73,Egretta caerulea,Little Blue Heron,3.89,Bubulcus ibis,Cattle Egret,3.67
2/32645842,Egretta garzetta,Egretta garzetta,Little Egret,92.08,Egretta novaehollandiae,White faced Heron,1.91,Egretta thula,Snowy Egret,1.35,Egretta caerulea,Little Blue Heron,0.7,Egretta rufescens,Reddish Egret,0.33
6/32645286,Egretta garzetta,Egretta garzetta,Little Egret,50.06,Ardea alba,Great Egret,15.18,Ardea alba modesta,Eastern Great Egret,5.6,Egretta thula,Snowy Egret,5.46,Egretta novaehollandiae,White faced Heron,1.28
3/32643963,Egretta garzetta,Egretta garzetta,Little Egret,49.0,Ardea alba,Great Egret,7.61,Ardea alba modesta,Eastern Great Egret,4.46,Bubulcus ibis,Cattle Egret,4.3,Egretta caerulea,Little Blue Heron,3.92
2/32643962,Egretta garzetta,Egretta garzetta,Little Egret,55.75,Egretta caerulea,Little Blue Heron,6.01,Egretta gularis,Western Reef Heron,5.3,Egretta novaehollandiae,White faced Heron,3.7,Ardea alba modesta,Eastern Great Egret,3.54
1/32643961,Egretta garzetta,Egretta garzetta,Little Egret,63.91,Egretta caerulea,Little Blue Heron,3.27,Egretta novaehollandiae,White faced Heron,2.88,Ardea alba,Great Egret,2.68,Egretta gularis,Western Reef Heron,2.64
1/32643301,Egretta garzetta,Egretta garzetta,Little Egret,91.27,Egretta caerulea,Little Blue Heron,2.06,Egretta novaehollandiae,White faced Heron,1.41,Egretta thula,Snowy Egret,1.19,Egretta rufescens,Reddish Egret,0.98
4/32642934,Egretta garzetta,Egretta garzetta,Little Egret,82.17,Egretta caerulea,Little Blue Heron,5.43,Egretta novaehollandiae,White faced Heron,2.61,Egretta gularis,Western Reef Heron,2.43,Egretta thula,Snowy Egret,2.1
9/32641569,Egretta garzetta,Egretta garzetta,Little Egret,94.54,Egretta caerulea,Little Blue Heron,0.82,Egretta rufescens,Reddish Egret,0.81,Egretta thula,Snowy Egret,0.63,Egretta novaehollandiae,White faced Heron,0.58
0/32620170,Egretta garzetta,Mycteria americana,Wood Stork,10.71,Ardea alba,Great Egret,8.91,Platalea leucorodia,Eurasian Spoonbill,7.51,Egretta thula,Snowy Egret,6.07,Ardea alba modesta,Eastern Great Egret,5.37
9/32618939,Egretta garzetta,Egretta garzetta,Little Egret,76.84,Egretta caerulea,Little Blue Heron,5.48,Egretta thula,Snowy Egret,4.2,Egretta gularis,Western Reef Heron,3.33,Egretta rufescens,Reddish Egret,3.02
7/32612637,Egretta garzetta,Egretta garzetta,Little Egret,86.28,Egretta novaehollandiae,White faced Heron,3.52,Egretta rufescens,Reddish Egret,2.52,Egretta thula,Snowy Egret,1.21,Egretta caerulea,Little Blue Heron,1.19
4/32601804,Egretta garzetta,Egretta garzetta,Little Egret,88.76,Egretta thula,Snowy Egret,2.25,Egretta caerulea,Little Blue Heron,1.8,Egretta novaehollandiae,White faced Heron,1.57,Egretta rufescens,Reddish Egret,0.99
9/32601609,Egretta garzetta,Egretta garzetta,Little Egret,90.54,Egretta rufescens,Reddish Egret,3.44,Egretta gularis,Western Reef Heron,1.72,Egretta thula,Snowy Egret,0.74,Egretta caerulea,Little Blue Heron,0.62
8/32601608,Egretta garzetta,Egretta garzetta,Little Egret,90.95,Egretta rufescens,Reddish Egret,3.35,Egretta gularis,Western Reef Heron,1.9,Egretta thula,Snowy Egret,0.76,Egretta caerulea,Little Blue Heron,0.54
9/32600499,Egretta garzetta,Egretta garzetta,Little Egret,91.5,Egretta rufescens,Reddish Egret,1.76,Egretta gularis,Western Reef Heron,1.53,Egretta caerulea,Little Blue Heron,1.12,Egretta thula,Snowy Egret,1.08
5/32597425,Egretta garzetta,Bubulcus ibis,Cattle Egret,22.68,Grus americana,Whooping Crane,13.93,Grus grus,Common Crane,5.96,Egretta novaehollandiae,White faced Heron,4.44,Antigone canadensis,Sandhill Crane,2.96
8/32587468,Egretta garzetta,Egretta garzetta,Little Egret,93.89,Egretta thula,Snowy Egret,1.13,Egretta gularis,Western Reef Heron,1.04,Egretta caerulea,Little Blue Heron,0.85,Egretta rufescens,Reddish Egret,0.54
3/32587293,Egretta garzetta,Ardea alba,Great Egret,54.77,Bubulcus ibis,Cattle Egret,10.12,Egretta garzetta,Little Egret,6.08,Egretta thula,Snowy Egret,4.69,Ardea alba modesta,Eastern Great Egret,3.82
5/32675985,Ardea alba,Ardea alba,Great Egret,65.13,Ardea alba modesta,Eastern Great Egret,19.18,Ardea purpurea,Purple Heron,2.18,Ardea cocoi,Cocoi Heron,1.84,Ardea cinerea,Grey Heron,0.78
4/32675984,Ardea alba,Ardea alba modesta,Eastern Great Egret,38.58,Ardea alba,Great Egret,22.84,Ardea cocoi,Cocoi Heron,5.53,Ardea herodias occidentalis,Great White Heron,4.3,Ardea purpurea,Purple Heron,2.39
3/32675983,Ardea alba,Ardea alba modesta,Eastern Great Egret,51.4,Ardea alba,Great Egret,26.44,Ardea purpurea,Purple Heron,2.48,Ardea cocoi,Cocoi Heron,1.6,Ardea cinerea,Grey Heron,1.47
3/32674403,Ardea alba,Ardea alba,Great Egret,59.46,Ardea alba modesta,Eastern Great Egret,7.28,Bubulcus ibis,Cattle Egret,5.42,Ardea herodias occidentalis,Great White Heron,2.01,Ardea purpurea,Purple Heron,1.94
6/32674396,Ardea alba,Ardea alba,Great Egret,64.52,Ardea alba modesta,Eastern Great Egret,6.04,Ardea herodias occidentalis,Great White Heron,4.1,Ardea cinerea,Grey Heron,3.55,Ardea purpurea,Purple Heron,2.4
5/32674395,Ardea alba,Ardea alba,Great Egret,85.69,Ardea alba modesta,Eastern Great Egret,2.47,Bubulcus ibis,Cattle Egret,1.99,Ardea purpurea,Purple Heron,1.33,Ardea cocoi,Cocoi Heron,1.09
6/32671216,Ardea alba,Anser anser,Graylag Goose,82.61,Anser anser domesticus,Domestic Goose,2.4,Anser cygnoides domesticus,Domestic Swan Goose,1.53,Anser albifrons,Greater White fronted Goose,0.91,Cygnus cygnus,Whooper Swan,0.58
2/32670542,Ardea alba,Ardea alba,Great Egret,38.52,Ardea alba modesta,Eastern Great Egret,20.65,Ardea herodias occidentalis,Great White Heron,12.82,Ardea purpurea,Purple Heron,4.71,Ardea cinerea,Grey Heron,4.55
5/32669165,Ardea alba,Ardea alba,Great Egret,49.7,Ardea alba modesta,Eastern Great Egret,29.75,Ardea cocoi,Cocoi Heron,3.36,Ardea herodias occidentalis,Great White Heron,3.11,Ardea herodias,Great Blue Heron,1.55
2/32675092,Ardea alba,Ardea alba,Great Egret,58.54,Ardea alba modesta,Eastern Great Egret,31.42,Ardea herodias,Great Blue Heron,1.57,Ardea cinerea,Grey Heron,1.45,Ardea purpurea,Purple Heron,1.25
9/32675699,Ardea alba,Bubulcus ibis,Cattle Egret,30.07,Ardea alba modesta,Eastern Great Egret,24.47,Ardea alba,Great Egret,16.33,Ardea purpurea,Purple Heron,1.26,Ardea cinerea,Grey Heron,1.2
0/32673480,Ardea alba,Ardea alba,Great Egret,35.76,Ardea alba modesta,Eastern Great Egret,25.1,Ardea herodias occidentalis,Great White Heron,7.26,Ardea cinerea,Grey Heron,3.37,Ardea herodias,Great Blue Heron,3.06
4/32672214,Ardea alba,Ardea alba,Great Egret,7.14,Eudocimus albus,White Ibis,5.7,Pelecanus erythrorhynchos,American White Pelican,4.85,Bubulcus ibis,Cattle Egret,4.64,Hydroprogne caspia,Caspian Tern,3.16
7/32670417,Ardea alba,Haliaeetus leucocephalus,Bald Eagle,4.92,Betula papyrifera,paper birch,4.45,Elanus leucurus,White tailed Kite,2.85,Circus cyaneus,Hen Harrier,2.84,Ardea alba,Great Egret,2.77
3/32670233,Ardea alba,Ardea alba,Great Egret,65.85,Ardea alba modesta,Eastern Great Egret,18.83,Egretta garzetta,Little Egret,2.25,Ardea purpurea,Purple Heron,1.3,Egretta thula,Snowy Egret,1.12
2/32670232,Ardea alba,Ardea alba,Great Egret,88.45,Ardea alba modesta,Eastern Great Egret,3.76,Ardea cocoi,Cocoi Heron,0.86,Ardea purpurea,Purple Heron,0.86,Egretta garzetta,Little Egret,0.63
1/32670231,Ardea alba,Ardea alba,Great Egret,72.99,Ardea alba modesta,Eastern Great Egret,6.14,Bubulcus ibis,Cattle Egret,4.87,Ardea purpurea,Purple Heron,1.23,Egretta thula,Snowy Egret,1.12
0/32670230,Ardea alba,Ardea alba,Great Egret,90.41,Ardea alba modesta,Eastern Great Egret,1.31,Pelecanus erythrorhynchos,American White Pelican,0.61,Bubulcus ibis,Cattle Egret,0.43,Ardea purpurea,Purple Heron,0.39
9/32670229,Ardea alba,Ardea alba,Great Egret,84.98,Bubulcus ibis,Cattle Egret,5.69,Ardea alba modesta,Eastern Great Egret,1.67,Ardea cinerea,Grey Heron,0.43,Egretta thula,Snowy Egret,0.43
0/32667520,Ardea alba,Ardea alba,Great Egret,36.21,Ardea alba modesta,Eastern Great Egret,25.29,Ardea herodias occidentalis,Great White Heron,8.37,Ardea cocoi,Cocoi Heron,5.52,Ardea cinerea,Grey Heron,1.48
